,none,C > SMA(50),"C > SMA(50), 3d",C > EMA(120),"C > EMA(120), 3d"
2024-01-13 00:00:00+00:00,682.1053033100097,1939.744090671294,1687.1644146288163,1338.931250147117,1627.2799671061782
2024-01-14 00:00:00+00:00,705.9096524043232,2001.8262427681552,1741.5589896737301,1382.7269150694306,1679.8518845051315
2024-01-15 00:00:00+00:00,705.9096524043232,2001.8262427681552,1741.5589896737301,1382.7269150694306,1679.8518845051315
2024-01-16 00:00:00+00:00,706.8248758444581,2004.2131612423766,1743.650338183016,1384.4107594175557,1681.8731563816173
2024-01-17 00:00:00+00:00,715.1628950571638,2025.9588589202358,1762.7032856510364,1399.7511956658725,1700.287671978349
2024-01-18 00:00:00+00:00,713.41977760611,2021.412778593405,1758.7201423674478,1396.544177134364,1696.4379970531033
2024-01-19 00:00:00+00:00,713.2804286602181,2021.049354145457,1758.4017204416405,1396.287800467133,1696.1302447773985
2024-01-20 00:00:00+00:00,713.2804286602181,2021.049354145457,1758.4017204416405,1396.287800467133,1696.1302447773985
2024-01-21 00:00:00+00:00,713.2804286602181,2021.049354145457,1758.4017204416405,1396.287800467133,1696.1302447773985
2024-01-22 00:00:00+00:00,713.2804286602181,1977.860157730705,1758.4017204416405,1396.287800467133,1696.1302447773985
2024-01-23 00:00:00+00:00,665.3793480780528,1977.860157730705,1758.4017204416405,1308.1585402776013,1590.3406836919962
2024-01-24 00:00:00+00:00,652.1034471418932,1977.860157730705,1758.4017204416405,1283.7333015642537,1561.020849647807
2024-01-25 00:00:00+00:00,652.1034471418932,1977.860157730705,1758.4017204416405,1283.7333015642537,1561.020849647807
2024-01-26 00:00:00+00:00,651.5921385660043,1977.860157730705,1758.4017204416405,1282.792586950431,1559.8916243951035
2024-01-27 00:00:00+00:00,649.2475771149889,1977.860157730705,1758.4017204416405,1278.4790210865042,1554.7136591738592
2024-01-28 00:00:00+00:00,652.7269697106682,1977.860157730705,1758.4017204416405,1284.8804694894784,1562.3978992942136
2024-01-29 00:00:00+00:00,652.7269697106682,1977.860157730705,1758.4017204416405,1284.8804694894784,1562.3978992942136
2024-01-30 00:00:00+00:00,664.7523297374756,1977.860157730705,1758.4017204416405,1307.0049407914687,1588.9559130944947
2024-01-31 00:00:00+00:00,664.7523297374756,1977.860157730705,1758.4017204416405,1307.0049407914687,1588.9559130944947
2024-02-01 00:00:00+00:00,664.7523297374756,1977.860157730705,1758.4017204416405,1307.0049407914687,1588.9559130944947
2024-02-02 00:00:00+00:00,677.5669660995115,1977.860157730705,1758.4017204416405,1330.5815367359864,1617.2570440826173
2024-02-03 00:00:00+00:00,677.5669660995115,1977.860157730705,1758.4017204416405,1330.5815367359864,1617.2570440826173
2024-02-04 00:00:00+00:00,677.5669660995115,1977.860157730705,1758.4017204416405,1330.5815367359864,1617.2570440826173
2024-02-05 00:00:00+00:00,679.0927145988629,1977.4876968614194,1758.4017204416405,1333.3886359673227,1620.626660427994
2024-02-06 00:00:00+00:00,676.4258111442844,1977.4876968614194,1758.4017204416405,1328.4820195487835,1614.7368027785149
2024-02-07 00:00:00+00:00,676.4258111442844,1977.4876968614194,1758.4017204416405,1328.4820195487835,1614.7368027785149
2024-02-08 00:00:00+00:00,676.4258111442844,1991.090280892977,1758.4017204416405,1328.4820195487835,1614.7368027785149
2024-02-09 00:00:00+00:00,676.4258111442844,1991.090280892977,1758.4017204416405,1328.4820195487835,1614.7368027785149
2024-02-10 00:00:00+00:00,676.4258111442844,1991.090280892977,1758.4017204416405,1328.4820195487835,1614.7368027785149
2024-02-11 00:00:00+00:00,676.4258111442844,1991.090280892977,1758.4017204416405,1328.4820195487835,1614.7368027785149
2024-02-12 00:00:00+00:00,677.2105230017573,1993.5598347606585,1758.4017204416405,1329.9257463837725,1616.4698393188673
2024-02-13 00:00:00+00:00,677.9847496392013,2016.7882118977288,1758.4017204416405,1331.3501823244253,1618.1797192453992
2024-02-14 00:00:00+00:00,677.9847496392013,2016.7882118977288,1758.4017204416405,1331.3501823244253,1618.1797192453992
2024-02-15 00:00:00+00:00,680.5130035688321,2023.6596502105285,1764.433854579725,1336.0017088804634,1623.763369347806
2024-02-16 00:00:00+00:00,687.0859532343885,2041.6308840721329,1790.1209528318077,1348.0947386044606,1638.2797320608506
2024-02-17 00:00:00+00:00,702.2356081780883,2079.91948498099,1806.4818494155923,1375.9673432742482,1671.73775278671
2024-02-18 00:00:00+00:00,711.0841608924515,2099.989198089734,1814.3341559613682,1392.2470679692176,1691.2797860020698
2024-02-19 00:00:00+00:00,711.0841608924515,2099.989198089734,1814.3341559613682,1392.2470679692176,1691.2797860020698
2024-02-20 00:00:00+00:00,711.0841608924515,2099.989198089734,1822.984904712103,1392.2470679692176,1691.2797860020698
2024-02-21 00:00:00+00:00,707.6198849247816,2091.2883670405345,1813.5520048628082,1385.873431416257,1683.6289307477994
2024-02-22 00:00:00+00:00,713.1405406841351,2115.9992280027423,1827.7457025049337,1396.0304320918688,1695.821301828409
2024-02-23 00:00:00+00:00,713.1405406841351,2115.9992280027423,1827.7457025049337,1396.0304320918688,1695.821301828409
2024-02-24 00:00:00+00:00,713.1405406841351,2115.9992280027423,1827.7457025049337,1396.0304320918688,1695.821301828409
2024-02-25 00:00:00+00:00,739.5019097082968,2185.728812414164,1890.773192029902,1444.530547777368,1754.0403988606633
2024-02-26 00:00:00+00:00,748.6280021546759,2206.9882313796784,1910.000774742619,1461.320895008586,1774.1953787167581
2024-02-27 00:00:00+00:00,754.6262928481455,2223.7103873351516,1924.192460451147,1472.356656932858,1787.4426067947347
2024-02-28 00:00:00+00:00,764.4358939529407,2261.298161127711,1959.2586566821872,1490.4045355530882,1809.1071158740747
2024-02-29 00:00:00+00:00,764.4358939529407,2261.298161127711,1960.3188516071132,1490.4045355530882,1809.1071158740747
2024-03-01 00:00:00+00:00,764.4358939529407,2261.298161127711,1960.3188516071132,1490.4045355530882,1809.1071158740747
2024-03-02 00:00:00+00:00,789.6992607042595,2322.7833593483483,1964.1836633608125,1536.88452712413,1864.9012743226883
2024-03-03 00:00:00+00:00,885.6678094847151,2571.149613687383,2204.801981760604,1713.4491704002617,2076.8478636053983
2024-03-04 00:00:00+00:00,898.0827078924151,2601.389553501825,2233.8212023276515,1736.2903213452405,2104.2661731165995
2024-03-05 00:00:00+00:00,974.3330765288272,2843.1014146846815,2470.047222798285,1876.57710601634,2272.6651514215437
2024-03-06 00:00:00+00:00,974.3330765288272,2843.1014146846815,2470.047222798285,1876.57710601634,2272.6651514215437
2024-03-07 00:00:00+00:00,974.3330765288272,2843.1014146846815,2470.047222798285,1876.57710601634,2272.6651514215437
2024-03-08 00:00:00+00:00,1006.2593608742526,2922.186894585314,2487.590838249418,1935.315651906808,2343.174366799624
2024-03-09 00:00:00+00:00,1050.2860010825418,3035.2457159559517,2584.337341790369,2016.3166477727189,2440.4072243170467
2024-03-10 00:00:00+00:00,1277.0558375312885,3617.6546772103984,3207.915962069508,2433.53182698687,2941.2285246105666
2024-03-11 00:00:00+00:00,1275.5442414677996,3613.5118507844963,3204.296539234579,2430.750765658766,2937.890163927813
