start,end,initial_equity,final_equity,total_return,cagr,annualized_volatility,sharpe_zero_cash,max_drawdown,max_drawdown_days,daily_es_90,daily_es_95,daily_es_99,trades,hit_rate,mean_trade_return,median_trade_return,trade_es_95,profit_factor,total_fees,average_invested_fraction,average_reserved_fraction,orders,fills,fill_rate,forced_exits,delayed_exit_days,mode,execution,funding_charged
2020-01-01,2026-06-30,100000.0,2601880.741275784,25.01880741275784,0.6517015802348016,0.6096169255148303,1.1297811457555216,-0.6933096405505513,826,-0.05574617470661498,-0.07482645751972312,-0.1316788864903268,3066,0.4755381604696673,0.019290056656587725,-0.0065169109416432554,-0.37279196707215173,1.1002382849265189,747911.2983535121,0.4891624067407464,0.3816662452346994,6235,3066,0.4917401764234162,0,0,full,hourly,True
