start,end,initial_equity,final_equity,total_return,cagr,annualized_volatility,sharpe_zero_cash,max_drawdown,max_drawdown_days,daily_es_90,daily_es_95,daily_es_99,trades,hit_rate,mean_trade_return,median_trade_return,trade_es_95,profit_factor,total_fees,average_invested_fraction,average_reserved_fraction,orders,fills,fill_rate,forced_exits,delayed_exit_days,mode
2024-01-01,2026-06-30,100000.0,51714.39205926585,-0.48285607940734154,-0.2323250714049978,0.4591288043901572,-0.3456733168319164,-0.7294414051753704,838,-0.04372615490185052,-0.05625231996795048,-0.08792004952030498,1193,0.4308466051969824,0.0006176033831642985,-0.013050303443774315,-0.31528513059495056,0.8980165230212712,16865.886355210685,0.49449168749051503,0.41165803422085706,2508,1193,0.4756778309409888,1,0,full
2024-01-01,2026-06-30,100000.0,10528.867586841163,-0.8947113241315884,-0.5944536397751189,0.6449612006087994,-1.0747828487580884,-0.9311188617705174,843,-0.059512607229167284,-0.07309690421226067,-0.10528430398767455,1960,0.4051020408163265,-0.01478551525989931,-0.02365489521278416,-0.3312033857443815,0.7870767197717925,13611.73795054021,0.7669945216137749,0.15431057615717128,1964,1960,0.9979633401221996,2,0,momentum_only
2024-01-01,2026-06-30,100000.0,38645.417524174496,-0.613545824758255,-0.316947717100978,0.44770472777321635,-0.6251023952920395,-0.7601054176675713,838,-0.04429609255198131,-0.05781844455061027,-0.09236571028716362,2678,0.4066467513069455,-0.007887558445121836,-0.01816558362296246,-0.3035353504326614,0.8354357900835667,13301.458670767854,0.4935122276065371,0.41798105946001346,5172,2678,0.5177880897138438,3,0,positive_momentum_correction
2024-01-01,2026-06-30,100000.0,64606.73420874354,-0.35393265791256456,-0.16066738979042217,0.5006389591839846,-0.09634592547323434,-0.5786428652912428,755,-0.048910430622079136,-0.06541657981286947,-0.10715467812345388,5180,0.44845559845559846,-0.0007647286738956314,-0.011718210782956165,-0.2682392032656185,0.9283603577549715,19535.381439004927,0.5566186998495021,0.4427611403540069,9418,5180,0.5500106179655978,4,0,passive_limit
