date,equity,cash,reserved,invested,open_positions,open_orders,mode,daily_return,peak,drawdown
2025-02-22 00:00:00+00:00,422592.7491959259,254050.56826304997,254050.56826304997,168542.18093287593,4,12,positive_momentum_correction,0.003998720258777011,1357504.438206722,-0.6886988084148178
2025-02-23 00:00:00+00:00,423439.5758620584,330289.4281357083,199445.904810298,93150.14772635004,3,7,positive_momentum_correction,0.0020038835681486233,1357504.438206722,-0.6880749970722552
2025-02-24 00:00:00+00:00,410275.7437649023,226863.21144185582,135983.87194399218,183412.53232304647,7,4,positive_momentum_correction,-0.03108786435551414,1357504.438206722,-0.6977720792523663
2025-02-25 00:00:00+00:00,421291.5766429551,90879.33949786317,90879.33949786317,330412.2371450919,11,3,positive_momentum_correction,0.0268498273306772,1357504.438206722,-0.6896573117657827
2025-02-26 00:00:00+00:00,425505.55718971865,167067.13843446935,167067.13843446935,258438.4187552493,9,11,positive_momentum_correction,0.010002527418996765,1357504.438206722,-0.6865531005174348
2025-02-27 00:00:00+00:00,409043.37467291125,105883.47941844452,105836.78192160094,303159.89525446674,12,7,positive_momentum_correction,-0.038688525305128896,1357504.438206722,-0.6986798988198801
2025-02-28 00:00:00+00:00,423792.447406671,23731.965115546936,23731.965115546936,400060.48229112406,16,4,positive_momentum_correction,0.036057478612271376,1357504.438206722,-0.6878150557161306
2025-03-01 00:00:00+00:00,420963.22760242806,110984.73027697971,110984.7302769797,309978.4973254483,15,6,positive_momentum_correction,-0.006675956170422381,1357504.438206722,-0.6898991887212353
2025-03-02 00:00:00+00:00,427199.54016076186,200272.96014976528,200272.9601497653,226926.58001099658,12,15,positive_momentum_correction,0.014814387930870643,1357504.438206722,-0.6853052350052741
2025-03-03 00:00:00+00:00,378347.36529238126,-5.129550117999315e-10,-4.511093720793724e-10,378347.3652923818,27,0,positive_momentum_correction,-0.11435446501182267,1357504.438206722,-0.7212919864982672
2025-03-04 00:00:00+00:00,378485.6825525599,56789.53729196645,37848.56825525554,321696.14526059345,24,1,positive_momentum_correction,0.0003655827233572939,1357504.438206722,-0.7211900956636698
2025-03-05 00:00:00+00:00,381984.3341600676,140617.52336530946,140617.52336530946,241366.81079475812,19,4,positive_momentum_correction,0.009243814941459094,1357504.438206722,-0.7186128285041389
2025-03-06 00:00:00+00:00,370289.3789681288,156798.98783960077,113075.93956807518,213490.39112852805,16,3,positive_momentum_correction,-0.030616321524426948,1357504.438206722,-0.7272278686195052
2025-03-07 00:00:00+00:00,364776.5926775095,112296.36005340514,112296.36005340514,252480.23262410436,17,4,positive_momentum_correction,-0.014887778596247014,1357504.438206722,-0.7312888397187244
2025-03-08 00:00:00+00:00,369077.49690221355,249757.6174170122,249757.6174170122,119319.87948520135,3,9,positive_momentum_correction,0.011790515924102518,1357504.438206722,-0.7281205965044439
2025-03-09 00:00:00+00:00,353613.20637540706,104285.03221921765,34017.83396075116,249328.17415618943,7,2,positive_momentum_correction,-0.04189984666256619,1357504.438206722,-0.7395123018216176
2025-03-10 00:00:00+00:00,338639.4015114552,104285.03221921765,50886.201597473424,234354.36929223753,7,2,positive_momentum_correction,-0.042345151691125515,1357504.438206722,-0.7505426929146534
2025-03-11 00:00:00+00:00,347712.247024845,104285.03221921765,103406.38955611405,243427.21480562736,7,3,positive_momentum_correction,0.026792055126765524,1357504.438206722,-0.7438592189914484
2025-03-12 00:00:00+00:00,352665.1307003136,139239.42559874055,103901.67792366091,213425.70510157305,6,3,positive_momentum_correction,0.014244202549226648,1357504.438206722,-0.7402106978256454
2025-03-13 00:00:00+00:00,337235.8495710788,176018.1751848046,137484.90768673114,161217.67438627416,5,4,positive_momentum_correction,-0.043750515109321264,1357504.438206722,-0.7515766136156645
2025-03-14 00:00:00+00:00,342349.1474795221,310109.4871734453,69501.4278179831,32239.660306076796,1,2,positive_momentum_correction,0.0151623794295499,1357504.438206722,-0.7478099239721315
2025-03-15 00:00:00+00:00,346097.1937768812,310109.4871734453,172673.79225870423,35987.70660343589,1,5,positive_momentum_correction,0.01094802287358787,1357504.438206722,-0.7450489412512866
2025-03-16 00:00:00+00:00,356165.22158944234,310109.4871734453,279523.3587355369,46055.73441599706,1,8,positive_momentum_correction,0.02909017464918162,1357504.438206722,-0.7376323704252927
2025-03-17 00:00:00+00:00,357416.1380696987,321473.5367204045,283418.9383011437,35942.60134929416,1,8,positive_momentum_correction,0.0035121803152873277,1357504.438206722,-0.7367108880013319
2025-03-18 00:00:00+00:00,351328.4684686225,252254.09796502825,252254.09796502825,99074.37050359423,3,8,positive_momentum_correction,-0.017032441886798866,1357504.438206722,-0.7411953445008761
2025-03-19 00:00:00+00:00,354925.9627978387,149082.53304249098,149082.53304249095,205843.42975534775,6,8,positive_momentum_correction,0.010239689214190495,1357504.438206722,-0.7385452652613793
2025-03-20 00:00:00+00:00,356296.9092729264,149082.53304249098,125047.77902472694,207214.37623043545,6,5,positive_momentum_correction,0.003862626628609034,1357504.438206722,-0.737535363240802
2025-03-21 00:00:00+00:00,362712.98152429855,149082.53304249098,149082.53304249095,213630.4484818076,6,5,positive_momentum_correction,0.018007656211402656,1357504.438206722,-0.7328089902943917
2025-03-22 00:00:00+00:00,357914.84132322087,143175.46669612834,66192.4992607489,214739.37462709253,6,2,positive_momentum_correction,-0.01322847663437221,1357504.438206722,-0.7363435203231967
2025-03-23 00:00:00+00:00,344453.39096618595,214448.3762529514,214448.37625295136,130005.01471323456,4,15,positive_momentum_correction,-0.03761076323984658,1357504.438206722,-0.7462598417569724
2025-03-24 00:00:00+00:00,344932.4191915708,323784.68780731084,323784.68780731084,21147.731384259965,1,25,positive_momentum_correction,0.0013906909844643156,1357504.438206722,-0.7459069676065073
2025-03-25 00:00:00+00:00,344567.99491852656,289339.34871069225,254408.99092735647,55228.64620783429,2,16,positive_momentum_correction,-0.0010565091964922502,1357504.438206722,-0.7461754192319956
2025-03-26 00:00:00+00:00,340633.3096704795,239342.3627938412,239342.3627938412,101290.94687663829,4,15,positive_momentum_correction,-0.011419183749138972,1357504.438206722,-0.7490738887598336
2025-03-27 00:00:00+00:00,340379.0762309168,212037.4594480438,212037.45944804378,128341.61678287294,5,19,positive_momentum_correction,-0.0007463551929453027,1357504.438206722,-0.7492611687660033
