symbol,signal_date,entry_date,target_exit_date,entry_price,quantity,entry_cost,entry_fee,reserved,momentum,sigma,correction_sigma,volume_rank,entry_time,target_exit_time,exit_date,exit_price,exit_fee,funding_cost,pnl,return_on_reserved,holding_days_actual,holding_hours_actual,exit_reason,mode
LTCUSDT,2020-10-19 00:00:00+00:00,2020-10-20 00:00:00+00:00,2020-10-25 00:00:00+00:00,47.14278530828148,307.19368808970734,14496.44805175793,14.481966085672259,14496.44805175793,0.6075821713477879,0.018228340902523312,1.0,15.0,2020-10-20 11:00:00+00:00,2020-10-25 11:00:00+00:00,2020-10-25 11:00:00+00:00,57.181395,17.56576362016435,0.0,3051.7498047862555,0.2105170724504601,5,120.0,scheduled,full
XRPUSDT,2020-10-20 00:00:00+00:00,2020-10-22 00:00:00+00:00,2020-10-27 00:00:00+00:00,0.23862231472694592,59300.34674038892,14164.53638930541,14.150386003302106,14164.53638930541,0.08372461254203117,0.019824151679492148,1.0,9.0,2020-10-22 23:00:00+00:00,2020-10-27 23:00:00+00:00,2020-10-27 23:00:00+00:00,0.25097445,14.882871907978405,0.0,703.4526467650157,0.04966294889087515,5,120.0,scheduled,full
BCHUSDT,2020-10-24 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-30 00:00:00+00:00,268.31497799348966,55.89187822877472,15011.62470504546,14.996628076968493,15011.624705045459,1.7524474701756818,0.028420427312534385,1.0,8.0,2020-10-25 10:00:00+00:00,2020-10-30 10:00:00+00:00,2020-10-30 10:00:00+00:00,260.88949,14.58160360624714,0.0,-444.602702404567,-0.02961722739145847,5,120.0,scheduled,full
BTCUSDT,2020-10-24 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-30 00:00:00+00:00,12867.86255475964,1.1654327214912201,15011.62470504546,14.996628076968493,15011.624705045459,2.4731152490690427,0.018709491701416125,1.0,1.0,2020-10-25 05:00:00+00:00,2020-10-30 05:00:00+00:00,2020-10-30 05:00:00+00:00,13406.973160000001,15.624925216818545,0.0,597.6755865562664,0.03981418389412477,5,120.0,scheduled,full
ETHUSDT,2020-10-23 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,398.4754147833302,26.538712562856848,10585.599520796259,10.575024496299958,10585.599520796257,1.3977122048937878,0.027046871295755084,1.0,2.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,389.215295,10.329272839072535,0.0,-266.655954562797,-0.025190444248238377,5,120.0,scheduled,full
LINKUSDT,2020-10-23 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,11.529562077373917,754.6903017812789,8709.949932262889,8.70124868357931,8709.949932262889,1.1500532681612274,0.05290852264198276,1.0,3.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,11.264365,8.501107021224476,0.0,-217.34401805963716,-0.024953532425549787,5,120.0,scheduled,full
WAVESUSDT,2020-10-23 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,3.2209256948541856,3846.4138109253163,12401.402089728012,12.38901307665136,12401.40208972801,1.6374689997061513,0.04545163681299571,1.0,27.0,2020-10-26 11:00:00+00:00,2020-10-31 11:00:00+00:00,2020-10-31 11:00:00+00:00,3.2486748500000004,12.495747810245732,0.0,81.84997270747408,0.006600057970483016,5,120.0,scheduled,full
XLMUSDT,2020-10-23 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,0.08119923109094199,111859.62773281055,9091.99867778525,9.082915762023227,9091.998677785248,1.2004986107638724,0.030691558416917144,1.0,35.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,0.07905045499999999,8.842554468409292,0.0,-258.28676384436767,-0.028408139177961766,5,120.0,scheduled,full
ETCUSDT,2020-10-24 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,5.4127850499851045,1242.839363219585,6733.949547092745,6.727222324767977,6733.949547092744,0.7315218954715459,0.022508461249250496,1.0,30.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,5.256370500000001,6.532824165066213,0.0,-207.65820619159786,-0.03083750549946582,5,120.0,scheduled,full
TRBUSDT,2020-10-24 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,25.92582464135259,299.5942540566604,7774.9953223240445,7.767228094229815,7774.995322324044,0.844612701015022,0.12326903106670574,1.0,29.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,22.0779555,6.614428609118645,0.0,-1167.181141814519,-0.15011985132174122,5,120.0,scheduled,full
EOSUSDT,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,2.654446088151728,5623.564909171841,14942.377324493136,14.92744987461852,14942.377324493134,0.7496904983749901,0.021081567286860226,1.0,13.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,2.5427280000000003,14.299195954368697,0.0,-657.4805660788079,-0.04400106835751523,5,120.0,scheduled,full
LTCUSDT,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,2020-10-31 00:00:00+00:00,56.86582882721357,262.50298610744727,14942.377324493136,14.92744987461852,14942.377324493136,1.5543355465508273,0.03446712992626681,1.0,10.0,2020-10-26 15:00:00+00:00,2020-10-31 15:00:00+00:00,2020-10-31 15:00:00+00:00,55.55221,14.582621009867994,0.0,-374.3389356350108,-0.025052167235892552,5,120.0,scheduled,full
BNBUSDT,2020-10-26 00:00:00+00:00,2020-10-28 00:00:00+00:00,2020-11-02 00:00:00+00:00,30.239135220313923,118.35322284735851,3582.4780085506627,3.5788991094412212,3582.478008550662,0.9949897176776583,0.02555967651197597,1.0,8.0,2020-10-28 13:00:00+00:00,2020-11-02 13:00:00+00:00,2020-11-02 13:00:00+00:00,28.221882,3.340150689517856,0.0,-245.66746972232477,-0.06857473210888257,5,120.0,scheduled,full
DOTUSDT,2020-10-26 00:00:00+00:00,2020-10-28 00:00:00+00:00,2020-11-02 00:00:00+00:00,4.546349087581927,1198.7286926263268,5455.288937077957,5.449839097979977,5455.288937077957,1.5151401868756198,0.03366343758251407,1.0,11.0,2020-10-28 07:00:00+00:00,2020-11-02 07:00:00+00:00,2020-11-02 07:00:00+00:00,4.205896,5.0417282134022985,0.0,-418.60245188906083,-0.07673332370059191,5,120.0,scheduled,full
XMRUSDT,2020-10-26 00:00:00+00:00,2020-10-28 00:00:00+00:00,2020-11-02 00:00:00+00:00,126.75849304486019,38.939279130601115,4940.820227191019,4.935884342848171,4940.820227191019,1.3722527566715514,0.03421054532949528,1.0,17.0,2020-10-28 14:00:00+00:00,2020-11-02 14:00:00+00:00,2020-11-02 14:00:00+00:00,118.96049000000001,4.632235725623083,0.0,-313.21673729355916,-0.06339367208096758,5,120.0,scheduled,full
TRXUSDT,2020-10-28 00:00:00+00:00,2020-10-29 00:00:00+00:00,2020-11-03 00:00:00+00:00,0.026523852181239295,551497.0521174114,14642.454115040195,14.627826288751443,14642.454115040193,0.7246450696809521,0.0140818761358806,1.0,16.0,2020-10-29 12:00:00+00:00,2020-11-03 12:00:00+00:00,2020-11-03 12:00:00+00:00,0.023878055000000002,13.168676942797418,0.0,-1486.9458491855748,-0.10155031646356594,5,120.0,scheduled,full
BCHUSDT,2020-10-30 00:00:00+00:00,2020-11-02 00:00:00+00:00,2020-11-07 00:00:00+00:00,254.06297853220016,56.23790736134137,14302.258220890973,14.287970250640335,14302.258220890973,0.7194648240612502,0.030571462592297708,1.0,6.0,2020-11-02 14:00:00+00:00,2020-11-07 14:00:00+00:00,2020-11-07 14:00:00+00:00,269.135365,15.135609724530795,0.0,818.2158939152905,0.05720886039661497,5,120.0,scheduled,full
BTCUSDT,2020-10-30 00:00:00+00:00,2020-11-02 00:00:00+00:00,2020-11-07 00:00:00+00:00,13266.822490755654,1.076970032620563,14302.258220890973,14.287970250640335,14302.258220890973,1.9326301273544917,0.02105523147961855,1.0,1.0,2020-11-02 12:00:00+00:00,2020-11-07 12:00:00+00:00,2020-11-07 12:00:00+00:00,15520.645795,16.715270408133353,0.0,2396.296916834246,0.16754675239564834,5,120.0,scheduled,full
LTCUSDT,2020-10-31 00:00:00+00:00,2020-11-02 00:00:00+00:00,2020-11-07 00:00:00+00:00,53.63365920952084,269.96648015733706,14493.76948494724,14.479290194752487,14493.76948494724,0.5768622385572163,0.037982822719945034,1.0,9.0,2020-11-02 11:00:00+00:00,2020-11-07 11:00:00+00:00,2020-11-07 11:00:00+00:00,63.938015,17.26112085779702,0.0,2750.0902519919837,0.18974292745914986,5,120.0,scheduled,full
ETHUSDT,2020-10-31 00:00:00+00:00,2020-11-03 00:00:00+00:00,2020-11-08 00:00:00+00:00,375.6091037581163,38.54882655899848,14493.769484947241,14.479290194752489,14493.76948494724,0.24953226690862074,0.028039397772519892,1.0,2.0,2020-11-03 03:00:00+00:00,2020-11-08 03:00:00+00:00,2020-11-08 03:00:00+00:00,440.77950000000004,16.991532496262074,0.0,2480.7714788185713,0.17116123458393762,5,120.0,scheduled,full
WAVESUSDT,2020-10-31 00:00:00+00:00,2020-11-03 00:00:00+00:00,2020-11-08 00:00:00+00:00,3.075223581412956,4708.369915692364,14493.769484947241,14.479290194752489,14493.76948494724,1.3710388029526568,0.0446674553655785,1.0,20.0,2020-11-03 03:00:00+00:00,2020-11-08 03:00:00+00:00,2020-11-08 03:00:00+00:00,3.4520731000000002,16.25363713081088,0.0,1743.6140087328276,0.12030093417338318,5,120.0,scheduled,full
XLMUSDT,2020-11-03 00:00:00+00:00,2020-11-04 00:00:00+00:00,2020-11-09 00:00:00+00:00,0.07292701558968241,198123.13073167193,14462.97717218887,14.448528643545325,14462.977172188868,0.12592973556735398,0.03374591927969034,1.0,32.0,2020-11-04 14:00:00+00:00,2020-11-09 14:00:00+00:00,2020-11-09 14:00:00+00:00,0.079710125,15.792419516012913,0.0,1313.6499243080307,0.09082845866852869,5,120.0,scheduled,full
XRPUSDT,2020-11-05 00:00:00+00:00,2020-11-06 00:00:00+00:00,2020-11-11 00:00:00+00:00,0.24127910176979037,50423.6423805748,12178.337312687767,12.166171141546222,12178.337312687767,0.27483174242136416,0.01774983423142005,1.0,10.0,2020-11-06 20:00:00+00:00,2020-11-11 20:00:00+00:00,2020-11-11 20:00:00+00:00,0.25777105000000006,12.997755241265267,0.0,806.4201733362352,0.06621759215817431,5,120.0,scheduled,full
ZILUSDT,2020-11-05 00:00:00+00:00,2020-11-07 00:00:00+00:00,2020-11-12 00:00:00+00:00,0.018146505843062006,675136.2432607188,12263.61514697676,12.251363783193565,12263.615146976756,0.2767562297455201,0.03644210751364173,1.0,46.0,2020-11-07 18:00:00+00:00,2020-11-12 18:00:00+00:00,2020-11-12 18:00:00+00:00,0.019100445,12.89540268190798,0.0,618.8921322493115,0.05046571706890865,5,120.0,scheduled,full
EGLDUSDT,2020-11-06 00:00:00+00:00,2020-11-07 00:00:00+00:00,2020-11-12 00:00:00+00:00,7.9020147666772065,652.5013207090512,5161.2311465908215,5.156075071519303,5161.2311465908215,0.3596053839339219,0.060399404197395166,1.0,49.0,2020-11-07 18:00:00+00:00,2020-11-12 18:00:00+00:00,2020-11-12 18:00:00+00:00,7.378309,4.814356367099479,0.0,-351.68913585844166,-0.06814055132770888,5,120.0,scheduled,full
THETAUSDT,2020-11-06 00:00:00+00:00,2020-11-07 00:00:00+00:00,2020-11-12 00:00:00+00:00,0.642661682447514,7851.00944381062,5050.588481008725,5.045542938070654,5050.588481008724,0.351896429014822,0.05220054154701986,1.0,22.0,2020-11-07 18:00:00+00:00,2020-11-12 18:00:00+00:00,2020-11-12 18:00:00+00:00,0.5887055,4.621932440123253,0.0,-433.27797332559567,-0.08578762157218156,5,120.0,scheduled,full
ETHUSDT,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,2020-11-14 00:00:00+00:00,437.92750267640855,35.86456757774874,15721.786594406689,15.706080513892795,15721.786594406685,1.073543769454861,0.037694439725200916,1.0,2.0,2020-11-09 15:00:00+00:00,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,460.779495,16.525657336868438,0.0,787.3450851248799,0.05007987358160633,5,120.0,scheduled,full
SNXUSDT,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,2020-11-14 00:00:00+00:00,4.099148769250967,2135.6091004246346,8762.933595022412,8.754179415606806,8762.933595022412,0.5074911328464753,0.07581274753630016,1.0,39.0,2020-11-09 08:00:00+00:00,2020-11-14 08:00:00+00:00,2020-11-14 08:00:00+00:00,4.0409785000000005,8.629950459220291,0.0,-141.6130862613427,-0.016160465525127662,5,120.0,scheduled,full
BZRXUSDT,2020-11-10 00:00:00+00:00,2020-11-11 00:00:00+00:00,2020-11-16 00:00:00+00:00,0.13376699792668828,93867.63063144642,12568.947543211894,12.556391152059835,12568.947543211892,0.5860022128365967,0.10246324785843543,1.0,43.0,2020-11-11 20:00:00+00:00,2020-11-16 20:00:00+00:00,2020-11-16 20:00:00+00:00,0.21479255000000003,20.162067745786487,0.0,7572.958134828807,0.6025133058112516,5,120.0,scheduled,full
YFIUSDT,2020-11-10 00:00:00+00:00,2020-11-11 00:00:00+00:00,2020-11-16 00:00:00+00:00,16303.066359330947,0.8229573078737051,13430.144328762524,13.416727601161364,13430.144328762522,0.6261538023221448,0.1131022385016221,1.0,4.0,2020-11-11 20:00:00+00:00,2020-11-16 20:00:00+00:00,2020-11-16 20:00:00+00:00,18540.725000000002,15.258225132026704,0.0,1812.8225781321526,0.13498161551769333,5,120.0,scheduled,full
BTCUSDT,2020-11-13 00:00:00+00:00,2020-11-14 00:00:00+00:00,2020-11-19 00:00:00+00:00,15817.259153890762,1.0125822046408555,16032.291420567883,16.016275145422462,16032.291420567883,1.5632688826036656,0.0313227418606493,1.0,1.0,2020-11-14 09:00:00+00:00,2020-11-19 09:00:00+00:00,2020-11-19 09:00:00+00:00,17540.20551,17.76089996516948,0.0,1710.8476446364257,0.10671260893134547,5,120.0,scheduled,full
COMPUSDT,2020-11-13 00:00:00+00:00,2020-11-14 00:00:00+00:00,2020-11-19 00:00:00+00:00,110.65076009386343,63.726376704783576,7058.423392432587,7.051372020412175,7058.423392432585,0.4372520472583656,0.05297050100971678,1.0,24.0,2020-11-14 05:00:00+00:00,2020-11-19 05:00:00+00:00,2020-11-19 05:00:00+00:00,117.38128,7.480283667369679,0.0,414.37999126972136,0.05870715997484407,5,120.0,scheduled,full
KSMUSDT,2020-11-12 00:00:00+00:00,2020-11-15 00:00:00+00:00,2020-11-20 00:00:00+00:00,35.38358255506012,437.9654290273093,15512.282700164375,15.496785914250124,15512.282700164373,0.9031814757969435,0.07590671267343821,1.0,41.0,2020-11-15 10:00:00+00:00,2020-11-20 10:00:00+00:00,2020-11-20 10:00:00+00:00,37.5702055,16.454451170451676,0.0,925.714019116851,0.05967619576112043,5,120.0,scheduled,full
AAVEUSDT,2020-11-14 00:00:00+00:00,2020-11-15 00:00:00+00:00,2020-11-20 00:00:00+00:00,59.42555772733795,270.8554146310057,16111.829811994803,16.095734077916887,16111.829811994801,1.0855131083505125,0.11691879990893096,1.0,12.0,2020-11-15 22:00:00+00:00,2020-11-20 22:00:00+00:00,2020-11-20 22:00:00+00:00,76.46175000000001,20.710078999662304,0.0,4577.539108667837,0.2841104432011806,5,120.0,scheduled,full
ETHUSDT,2020-11-14 00:00:00+00:00,2020-11-15 00:00:00+00:00,2020-11-20 00:00:00+00:00,445.150713237555,36.157942915228766,16111.829811994801,16.095734077916884,16111.829811994801,0.8098012381058285,0.03498513673731063,1.0,2.0,2020-11-15 17:00:00+00:00,2020-11-20 17:00:00+00:00,2020-11-20 17:00:00+00:00,508.53560500000003,18.387601375951327,0.0,2257.383962580574,0.1401072372859857,5,120.0,scheduled,full
UNIUSDT,2020-11-13 00:00:00+00:00,2020-11-16 00:00:00+00:00,2020-11-21 00:00:00+00:00,3.478059983753298,2752.222667440779,9581.967921530537,9.572395526004533,9581.967921530537,0.5935794521684652,0.10061098548867005,1.0,8.0,2020-11-16 16:00:00+00:00,2020-11-21 16:00:00+00:00,2020-11-21 16:00:00+00:00,3.8938521,10.716748013281878,0.0,1124.0633437380602,0.11731028040829765,5,120.0,scheduled,full
RUNEUSDT,2020-11-15 00:00:00+00:00,2020-11-18 00:00:00+00:00,2020-11-23 00:00:00+00:00,0.8013596122748762,10025.326787447051,8041.925879304817,8.0338919873175,8041.925879304816,1.5647645922004332,0.09871271313033525,1.0,46.0,2020-11-18 05:00:00+00:00,2020-11-23 05:00:00+00:00,2020-11-23 05:00:00+00:00,0.8882556500000001,8.905053162046194,0.0,854.2222295793299,0.10622110205934567,5,120.0,scheduled,full
SUSHIUSDT,2020-11-15 00:00:00+00:00,2020-11-18 00:00:00+00:00,2020-11-23 00:00:00+00:00,1.1271923554230334,6588.658951217974,7434.112688304745,7.426686002302442,7434.112688304743,1.4464988217589514,0.10780399995327668,1.0,17.0,2020-11-18 05:00:00+00:00,2020-11-23 05:00:00+00:00,2020-11-23 05:00:00+00:00,1.6474758500000002,10.854656506017943,0.0,3409.6891612071786,0.4586544896704701,5,120.0,scheduled,full
BZRXUSDT,2020-11-16 00:00:00+00:00,2020-11-18 00:00:00+00:00,2020-11-23 00:00:00+00:00,0.19467140571127053,78260.3294581756,15250.283395397251,15.235048347050201,15250.283395397248,1.0710536387959209,0.1007193660993085,1.0,44.0,2020-11-18 05:00:00+00:00,2020-11-23 05:00:00+00:00,2020-11-23 05:00:00+00:00,0.33283350000000006,26.047659364717695,0.0,10771.328309955727,0.7063034850360005,5,120.0,scheduled,full
LTCUSDT,2020-11-16 00:00:00+00:00,2020-11-18 00:00:00+00:00,2020-11-23 00:00:00+00:00,69.90016449533262,200.32509938116974,14016.760156686907,14.002757399287619,14016.760156686905,0.9844211796405199,0.055103406892248255,1.0,5.0,2020-11-18 05:00:00+00:00,2020-11-23 05:00:00+00:00,2020-11-23 05:00:00+00:00,85.367295,17.101211854776633,0.0,3067.350486234949,0.21883448471304717,5,120.0,scheduled,full
CRVUSDT,2020-11-17 00:00:00+00:00,2020-11-18 00:00:00+00:00,2020-11-23 00:00:00+00:00,0.7941457745438437,10863.419127117855,8635.765535296316,8.627138396899417,8635.765535296314,1.3419182652945663,0.09695684681862454,1.0,13.0,2020-11-18 04:00:00+00:00,2020-11-23 04:00:00+00:00,2020-11-23 04:00:00+00:00,0.7766115000000001,8.43665622343969,0.0,-207.545968080065,-0.024033302807003963,5,120.0,scheduled,full
WAVESUSDT,2020-11-17 00:00:00+00:00,2020-11-18 00:00:00+00:00,2020-11-23 00:00:00+00:00,4.728044059002632,3734.3652097199347,17673.899487206418,17.656243243962454,17673.899487206414,2.7463608691002714,0.03910563590339752,1.0,20.0,2020-11-18 05:00:00+00:00,2020-11-23 05:00:00+00:00,2020-11-23 05:00:00+00:00,7.829483300000001,29.23815004560323,0.0,11535.01240835121,0.6526580292425588,5,120.0,scheduled,full
XRPUSDT,2020-11-18 00:00:00+00:00,2020-11-19 00:00:00+00:00,2020-11-24 00:00:00+00:00,0.2852481792049169,7250.9287707608455,2070.382543633482,2.0683142294040775,2070.3825436334814,1.5153064468539104,0.028177260142487084,1.0,9.0,2020-11-19 09:00:00+00:00,2020-11-24 09:00:00+00:00,2020-11-24 09:00:00+00:00,0.71154405,5.159355223808693,0.0,3083.813324951402,1.4894896281048473,5,120.0,scheduled,full
AAVEUSDT,2020-11-20 00:00:00+00:00,2020-11-22 00:00:00+00:00,2020-11-27 00:00:00+00:00,67.21544967704139,299.67577464928206,20162.984792317584,20.142841950367217,20162.98479231758,1.8637453675206737,0.11137005899951907,1.0,11.0,2020-11-22 06:00:00+00:00,2020-11-27 06:00:00+00:00,2020-11-27 06:00:00+00:00,65.28933900000001,19.565633241164587,0.0,-616.9171843941622,-0.03059652083997095,5,120.0,scheduled,full
BALUSDT,2020-11-22 00:00:00+00:00,2020-11-24 00:00:00+00:00,2020-11-29 00:00:00+00:00,15.81581722398357,882.6998381402866,13974.57992297032,13.960619303666654,13974.57992297032,2.16812627473985,0.06363681928410654,1.0,47.0,2020-11-24 10:00:00+00:00,2020-11-29 10:00:00+00:00,2020-11-29 10:00:00+00:00,13.855069,12.229867163722504,0.0,-1756.942626411539,-0.1257241817711897,5,120.0,scheduled,full
BZRXUSDT,2020-11-23 00:00:00+00:00,2020-11-24 00:00:00+00:00,2020-11-29 00:00:00+00:00,0.31086389841214357,67546.57782274597,21018.790298884433,20.997792506378055,21018.79029888443,2.633358678623531,0.10505841368720469,1.0,35.0,2020-11-24 10:00:00+00:00,2020-11-29 10:00:00+00:00,2020-11-29 10:00:00+00:00,0.24277855,16.398860221268425,0.0,-4636.328937837277,-0.22058019857038824,5,120.0,scheduled,full
RUNEUSDT,2020-11-23 00:00:00+00:00,2020-11-24 00:00:00+00:00,2020-11-29 00:00:00+00:00,0.8305840310723019,25280.7563363209,21018.790298884433,20.997792506378055,21018.79029888443,2.004132642684644,0.1020271498677634,1.0,46.0,2020-11-24 10:00:00+00:00,2020-11-29 10:00:00+00:00,2020-11-29 10:00:00+00:00,0.8179908,20.679426100152202,0.0,-360.0436248323822,-0.01712960735192698,5,120.0,scheduled,full
SUSHIUSDT,2020-11-23 00:00:00+00:00,2020-11-24 00:00:00+00:00,2020-11-29 00:00:00+00:00,1.3544983679160558,15502.264900240449,21018.790298884425,20.997792506378048,21018.79029888442,1.9519471260640937,0.1224246201482326,1.0,15.0,2020-11-24 10:00:00+00:00,2020-11-29 10:00:00+00:00,2020-11-29 10:00:00+00:00,1.4323834500000001,22.205187680620323,0.0,1164.1921940552747,0.05538816351943264,5,120.0,scheduled,full
WAVESUSDT,2020-11-23 00:00:00+00:00,2020-11-24 00:00:00+00:00,2020-11-29 00:00:00+00:00,7.444456661900956,2820.594364373159,21018.790298884436,20.997792506378058,21018.79029888443,3.425969732000888,0.06015228167021901,1.0,19.0,2020-11-24 06:00:00+00:00,2020-11-29 06:00:00+00:00,2020-11-29 06:00:00+00:00,6.5115426,18.366420360935745,0.0,-2670.7363583096267,-0.12706422778533433,5,120.0,scheduled,full
DEFIUSDT,2020-11-22 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-30 00:00:00+00:00,647.3917599688282,18.411373769141523,11931.291039516298,11.919371667848448,11931.291039516294,1.8511143617149255,0.06417467218084986,1.0,42.0,2020-11-25 23:00:00+00:00,2020-11-30 23:00:00+00:00,2020-11-30 23:00:00+00:00,673.663,12.403061287441187,0.0,459.36718663744614,0.03850104612451641,5,120.0,scheduled,full
ETHUSDT,2020-11-23 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-30 00:00:00+00:00,584.5595338457276,35.92070831218301,21018.790298884433,20.997792506378055,21018.79029888443,2.4488260294480404,0.04115666259624031,1.0,2.0,2020-11-25 03:00:00+00:00,2020-11-30 03:00:00+00:00,2020-11-30 03:00:00+00:00,586.20675,21.05696167738279,0.0,17.114416820975748,0.0008142436637699409,5,120.0,scheduled,full
BTCUSDT,2020-11-24 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-30 00:00:00+00:00,18545.78535359267,0.47408003065880233,8800.978675511804,8.79218648902278,8800.978675511802,2.0309812538366536,0.03360674114704722,1.0,1.0,2020-11-25 23:00:00+00:00,2020-11-30 23:00:00+00:00,2020-11-30 23:00:00+00:00,19509.810215,9.249211424874614,0.0,438.9835379379365,0.04987894575399688,5,120.0,scheduled,full
DASHUSDT,2020-11-24 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-30 00:00:00+00:00,107.9157420054663,84.10632345623219,9085.472699434184,9.076396303131052,9085.472699434182,2.0966332739946627,0.061056448273361895,1.0,40.0,2020-11-25 03:00:00+00:00,2020-11-30 03:00:00+00:00,2020-11-30 03:00:00+00:00,108.815565,9.15207710696266,0.0,57.45233042151267,0.006323537841359718,5,120.0,scheduled,full
XRPUSDT,2020-11-24 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-30 00:00:00+00:00,0.6272145585655886,16140.076918661756,10133.414510972832,10.123291219753078,10133.41451097283,2.338464353561828,0.10276703934093002,1.0,3.0,2020-11-25 02:00:00+00:00,2020-11-30 02:00:00+00:00,2020-11-30 02:00:00+00:00,0.6332832,10.221239559296256,0.0,77.60380876412819,0.007658209252182071,5,120.0,scheduled,full
YFIUSDT,2020-11-24 00:00:00+00:00,2020-11-25 00:00:00+00:00,2020-11-30 00:00:00+00:00,22073.316086840674,0.4061120031239214,8973.202850225958,8.964238611614345,8973.202850225956,2.070725023614802,0.11578040204427383,1.0,5.0,2020-11-25 22:00:00+00:00,2020-11-30 22:00:00+00:00,2020-11-30 22:00:00+00:00,26199.19385,10.639807094655422,0.0,1655.9644373348074,0.1845455257141666,5,120.0,scheduled,full
XLMUSDT,2020-11-24 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-12-01 00:00:00+00:00,0.17536231954641857,48738.881314108854,8555.510242619064,8.546963279339725,8555.510242619064,1.974335077997031,0.10926865002566347,1.0,18.0,2020-11-26 03:00:00+00:00,2020-12-01 03:00:00+00:00,2020-12-01 03:00:00+00:00,0.19918036000000003,9.707827926141476,0.0,1142.609855596269,0.1335525086399156,5,120.0,scheduled,full
ADAUSDT,2020-11-25 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-12-01 00:00:00+00:00,0.14612728843195935,29993.13476280116,4387.198269916935,4.382815454462472,4387.198269916934,1.738804746449283,0.0595919897295917,1.0,12.0,2020-11-26 03:00:00+00:00,2020-12-01 03:00:00+00:00,2020-12-01 03:00:00+00:00,0.17044473499999999,5.112171906464932,0.0,719.8614646415317,0.16408227309388534,5,120.0,scheduled,full
VETUSDT,2020-11-25 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-12-01 00:00:00+00:00,0.015402766807291732,262707.20607087,4050.46425153845,4.046417833704745,4050.4642515384494,1.6053449223373142,0.07443376358734577,1.0,31.0,2020-11-26 03:00:00+00:00,2020-12-01 03:00:00+00:00,2020-12-01 03:00:00+00:00,0.016103944000000002,4.2306221349617505,0.0,175.9272612883392,0.04343385112497127,5,120.0,scheduled,full
ZILUSDT,2020-11-25 00:00:00+00:00,2020-11-26 00:00:00+00:00,2020-12-01 00:00:00+00:00,0.02721650863667403,151003.5729204891,4113.899836605688,4.109790046559128,4113.899836605687,1.6304867303027855,0.05863282898259347,1.0,47.0,2020-11-26 03:00:00+00:00,2020-12-01 03:00:00+00:00,2020-12-01 03:00:00+00:00,0.029445270000000003,4.44634097560849,0.0,327.9947980271945,0.07972843556099261,5,120.0,scheduled,full
WAVESUSDT,2020-11-29 00:00:00+00:00,2020-12-01 00:00:00+00:00,2020-12-06 00:00:00+00:00,6.518352318800099,3098.390715251092,20216.59870560896,20.196402303305653,20216.598705608958,1.785128137410227,0.07729898919092795,1.0,21.0,2020-12-01 12:00:00+00:00,2020-12-06 12:00:00+00:00,2020-12-06 12:00:00+00:00,8.22278655,25.47740550001156,0.0,5235.3293889025845,0.25896192851916666,5,120.0,scheduled,full
BTCUSDT,2020-11-30 00:00:00+00:00,2020-12-01 00:00:00+00:00,2020-12-06 00:00:00+00:00,19011.9231429331,1.0808152248593217,20568.92436272412,20.54837598673738,20568.924362724116,1.5539902836541364,0.03656703298648867,1.0,1.0,2020-12-01 11:00:00+00:00,2020-12-06 11:00:00+00:00,2020-12-06 11:00:00+00:00,19037.246615,20.575745980893586,0.0,-13.75412781142586,-0.0006686848358658792,5,120.0,scheduled,full
