start,end,initial_equity,final_equity,total_return,cagr,annualized_volatility,sharpe_zero_cash,max_drawdown,max_drawdown_days,daily_es_90,daily_es_95,daily_es_99,trades,hit_rate,mean_trade_return,median_trade_return,trade_es_95,profit_factor,total_fees,average_invested_fraction,average_reserved_fraction,orders,fills,fill_rate,forced_exits,delayed_exit_days,label,round_trip_bps
2020-01-01,2026-06-30,100000.0,68621.55371721258,-0.3137844628278742,-0.05633565930153228,0.5709152159847821,0.19212693936511616,-0.937378820239523,1678,-0.05419322013969911,-0.07317025363818311,-0.13995831553264917,3175,0.45984251968503936,0.005910803296673768,-0.011687787824153426,-0.33520805302771195,0.9922996538397748,325914.8932083255,0.49765158542279825,0.4071087882055176,6666,3175,0.4762976297629763,1,0,100 bps round trip,100.0
