date,equity,cash,reserved,invested,open_positions,open_orders,mode,daily_return,peak,drawdown
2020-01-01 00:00:00+00:00,100000.0,100000.0,100000.00000000003,0.0,0,11,momentum_only,0.0,100000.0,0.0
2020-01-02 00:00:00+00:00,92894.28418251326,-2.546585164964199e-11,7.275957614183426e-12,92894.2841825133,11,0,momentum_only,-0.07105715817486735,100000.0,-0.07105715817486735
2020-01-03 00:00:00+00:00,96169.579576963,-2.546585164964199e-11,7.275957614183426e-12,96169.57957696303,11,0,momentum_only,0.03525830919817019,100000.0,-0.038304204230369954
2020-01-04 00:00:00+00:00,98513.80244385914,-2.546585164964199e-11,7.275957614183426e-12,98513.80244385917,11,0,momentum_only,0.024375929240910255,100000.0,-0.014861975561408669
2020-01-05 00:00:00+00:00,97015.4275537264,-2.546585164964199e-11,7.275957614183426e-12,97015.42755372643,11,0,momentum_only,-0.015209796525584629,100000.0,-0.029845724462735923
2020-01-06 00:00:00+00:00,99612.46552288516,-2.546585164964199e-11,7.275957614183426e-12,99612.46552288519,11,0,momentum_only,0.02676932973078472,100000.0,-0.00387534477114837
2020-01-07 00:00:00+00:00,99525.4195406731,99525.4195406731,99525.41954067309,0.0,0,11,momentum_only,-0.0008738462777237999,100000.0,-0.00474580459326901
2020-01-08 00:00:00+00:00,97879.32853684068,1.2732925824820995e-11,1.6370904631912708e-11,97879.32853684067,11,0,momentum_only,-0.016539402812160042,100000.0,-0.021206714631593182
2020-01-09 00:00:00+00:00,97004.71598297455,1.2732925824820995e-11,1.6370904631912708e-11,97004.71598297454,11,0,momentum_only,-0.008935620696835178,100000.0,-0.029952840170254458
2020-01-10 00:00:00+00:00,103239.4983308119,1.2732925824820995e-11,1.6370904631912708e-11,103239.49833081188,11,0,momentum_only,0.0642729818304053,103239.4983308119,0.0
2020-01-11 00:00:00+00:00,103928.83361300504,1.2732925824820995e-11,1.6370904631912708e-11,103928.83361300503,11,0,momentum_only,0.0066770499018147245,103928.83361300504,0.0
2020-01-12 00:00:00+00:00,106565.08860032554,1.2732925824820995e-11,1.6370904631912708e-11,106565.08860032553,11,0,momentum_only,0.025365963377757206,106565.08860032554,0.0
2020-01-13 00:00:00+00:00,106451.25103079861,106451.25103079861,106451.25103079864,0.0,0,11,momentum_only,-0.0010682444975378402,106565.08860032554,-0.0010682444975378402
2020-01-14 00:00:00+00:00,123497.49355931641,1.8189894035458565e-12,3.637978807091713e-11,123497.49355931641,11,0,momentum_only,0.16013191356094025,123497.49355931641,0.0
2020-01-15 00:00:00+00:00,138429.8215467097,1.8189894035458565e-12,3.637978807091713e-11,138429.8215467097,11,0,momentum_only,0.12091199227635507,138429.8215467097,0.0
2020-01-16 00:00:00+00:00,135859.66291291759,1.8189894035458565e-12,3.637978807091713e-11,135859.66291291759,11,0,momentum_only,-0.018566509767007577,138429.8215467097,-0.018566509767007577
2020-01-17 00:00:00+00:00,143424.43507156233,1.8189894035458565e-12,3.637978807091713e-11,143424.43507156233,11,0,momentum_only,0.055680781156461245,143424.43507156233,0.0
2020-01-18 00:00:00+00:00,134577.3106451039,1.8189894035458565e-12,3.637978807091713e-11,134577.3106451039,11,0,momentum_only,-0.061684917371604975,143424.43507156233,-0.061684917371604975
