start,end,initial_equity,final_equity,total_return,cagr,annualized_volatility,sharpe_zero_cash,max_drawdown,max_drawdown_days,daily_es_90,daily_es_95,daily_es_99,trades,hit_rate,mean_trade_return,median_trade_return,trade_es_95,profit_factor,total_fees,average_invested_fraction,average_reserved_fraction,orders,fills,fill_rate,forced_exits,delayed_exit_days,label,round_trip_bps
2020-01-01,2026-06-30,100000.0,779649.9198538215,6.796499198538215,0.37194991115180387,0.569556884162397,0.8474298833391525,-0.7327927125382728,1678,-0.05307535699731827,-0.07203619878766739,-0.13901827979134257,3177,0.49323260937991814,0.016591868052052337,-0.0016397533675599333,-0.32790703673103583,1.0526278110543887,0.0,0.49753864946753257,0.4069392710091876,6665,3177,0.47666916729182296,1,0,zero-cost diagnostic,0.0
