start,end,initial_equity,final_equity,total_return,cagr,annualized_volatility,sharpe_zero_cash,max_drawdown,max_drawdown_days,daily_es_90,daily_es_95,daily_es_99,trades,hit_rate,mean_trade_return,median_trade_return,trade_es_95,profit_factor,total_fees,average_invested_fraction,average_reserved_fraction,orders,fills,fill_rate,forced_exits,delayed_exit_days,label,round_trip_bps
2020-01-01,2026-06-30,100000.0,431972.35520233406,3.3197235520233406,0.25270853621984846,0.5700391554204691,0.68782662213421,-0.7860777401562228,1678,-0.05338061881713762,-0.07232085279940702,-0.13930448941046772,3177,0.4796978281397545,0.014053435110797546,-0.004132661895489764,-0.32958525487458307,1.0348538613696219,328395.5533167049,0.49750061805937723,0.4069894366709422,6665,3177,0.47666916729182296,1,0,baseline,25.0
