start,end,initial_equity,final_equity,total_return,cagr,annualized_volatility,sharpe_zero_cash,max_drawdown,max_drawdown_days,daily_es_90,daily_es_95,daily_es_99,trades,hit_rate,mean_trade_return,median_trade_return,trade_es_95,profit_factor,total_fees,average_invested_fraction,average_reserved_fraction,orders,fills,fill_rate,forced_exits,delayed_exit_days,label,round_trip_bps
2020-01-01,2026-06-30,100000.0,223893.37800300325,1.2389337800300324,0.13214158943208631,0.570109471104755,0.5105365670651508,-0.8579253217587862,1678,-0.05368239302495003,-0.07267925678352384,-0.13952244469437172,3175,0.47086614173228347,0.010963615080988457,-0.006723375894290143,-0.3318687225694144,1.0182568181700085,341139.70655411354,0.497526369952209,0.40714360397501476,6666,3175,0.4762976297629763,1,0,50 bps round trip,50.0
