symbol,signal_date,entry_date,target_exit_date,entry_price,quantity,entry_cost,entry_fee,reserved,momentum,sigma,correction_sigma,volume_rank,exit_date,exit_price,exit_fee,pnl,return_on_reserved,holding_days_actual,exit_reason,mode
FTMUSDT,2021-02-05 00:00:00+00:00,2021-02-06 00:00:00+00:00,2021-02-11 00:00:00+00:00,0.13909964275441689,306740.71152989415,42710.19091543597,42.66752339204392,42710.19091543596,2.3567715819855772,0.16595556584208324,1.0,38.0,2021-02-11 00:00:00+00:00,0.138880525,42.60031105614526,-152.48017034685472,-0.0035701121226256708,5,scheduled,full
ZRXUSDT,2021-02-05 00:00:00+00:00,2021-02-06 00:00:00+00:00,2021-02-11 00:00:00+00:00,1.3978602578645396,25850.27891599117,36171.21262892907,36.13507755137769,36171.21262892906,1.8849987205519845,0.1312411629365025,1.0,41.0,2021-02-11 00:00:00+00:00,1.49954985,38.76378187093272,2553.8054601327167,0.0706032580751863,5,scheduled,full
1INCHUSDT,2021-02-06 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-12 00:00:00+00:00,4.649600745408372,8555.993749022082,39821.736868075604,39.781954913162444,39821.7368680756,1.7204186004221942,0.12334967203913823,1.0,22.0,2021-02-12 00:00:00+00:00,5.6225873,48.10682179213095,8236.978102263216,0.20684627919548781,5,scheduled,full
AAVEUSDT,2021-02-06 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-12 00:00:00+00:00,423.8777074920187,101.1514969457384,42918.74049938028,42.87586463474553,42918.74049938026,1.8701266615783168,0.1116273035789739,1.0,15.0,2021-02-12 00:00:00+00:00,517.3412000000001,52.32983681170465,9358.766475512668,0.21805780800225968,5,scheduled,full
ALPHAUSDT,2021-02-06 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-12 00:00:00+00:00,2.119732979248694,20227.012106941034,42918.74049938027,42.875864634745525,42918.74049938026,2.5970744745416514,0.13811027851371369,1.0,26.0,2021-02-12 00:00:00+00:00,2.1252368500000003,42.987191495067236,25.463804191902454,0.0005933026900514507,5,scheduled,full
EGLDUSDT,2021-02-09 00:00:00+00:00,2021-02-10 00:00:00+00:00,2021-02-15 00:00:00+00:00,176.52653658346884,259.4489270303797,45845.42012947903,45.79962050897006,45845.420129479025,3.577863906418806,0.1012396998854384,1.0,22.0,2021-02-15 00:00:00+00:00,154.18686800000003,40.0036174647748,-5881.806282169011,-0.1282964855716734,5,scheduled,full
AVAXUSDT,2021-02-10 00:00:00+00:00,2021-02-11 00:00:00+00:00,2021-02-16 00:00:00+00:00,47.501450932006136,160.0956996085749,7612.382797401297,7.604778019381914,7612.382797401297,2.500118335240644,0.14084930727909845,1.0,30.0,2021-02-16 00:00:00+00:00,38.3170319,6.134392028954583,-1484.125160475668,-0.19496197182599861,5,scheduled,full
EOSUSDT,2021-02-11 00:00:00+00:00,2021-02-12 00:00:00+00:00,2021-02-17 00:00:00+00:00,4.349386208887546,10764.109536540891,46864.08683875505,46.81726956918587,46864.08683875505,2.3858705486252565,0.0523845289510603,1.0,15.0,2021-02-17 00:00:00+00:00,4.6414781,49.96137867985569,3047.3304624207813,0.06502485523521905,5,scheduled,full
ADAUSDT,2021-02-10 00:00:00+00:00,2021-02-13 00:00:00+00:00,2021-02-18 00:00:00+00:00,0.8558510164518398,9492.749294485136,8132.503511740197,8.124379132607588,8132.503511740196,2.6709404508732235,0.09342179291357493,1.0,6.0,2021-02-18 00:00:00+00:00,0.89161397,8.463867884670591,322.90050504572355,0.03970493275282081,5,scheduled,full
MATICUSDT,2021-02-12 00:00:00+00:00,2021-02-13 00:00:00+00:00,2021-02-18 00:00:00+00:00,0.10775312314480553,441351.3465548647,47604.54298144753,47.55698599545208,47604.54298144753,2.4933839220922644,0.11354826104663497,1.0,45.0,2021-02-18 00:00:00+00:00,0.11209392500000001,49.47280473937002,1818.788953183117,0.03820620552731567,5,scheduled,full
SXPUSDT,2021-02-11 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-19 00:00:00+00:00,2.4431799565432932,19162.43191329417,46864.08683875505,46.81726956918587,46864.08683875505,3.458824832546526,0.06987386609681707,1.0,18.0,2021-02-19 00:00:00+00:00,3.1194395000000004,59.77604702639042,12852.18414060898,0.27424377615271595,5,scheduled,full
ALGOUSDT,2021-02-13 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-19 00:00:00+00:00,1.507815625268691,28275.30188588795,42676.57593472387,42.63394199273114,42676.57593472386,2.3625057782865064,0.10311925389144357,1.0,33.0,2021-02-19 00:00:00+00:00,1.39700115,39.50062925118263,-3215.447312792421,-0.07534454773763063,5,scheduled,full
GRTUSDT,2021-02-13 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-19 00:00:00+00:00,2.0474234556736524,21652.450656289006,44376.06708184898,44.33173534650248,44376.067081848974,2.4565868418978676,0.130529977094551,1.0,11.0,2021-02-19 00:00:00+00:00,2.2926630950000004,49.64177453598234,5216.065679597377,0.11754231554537403,5,scheduled,full
ONTUSDT,2021-02-13 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-19 00:00:00+00:00,1.2138535852415404,39372.23702740798,47839.9232057736,47.79213107469891,47839.92320577361,2.648340278735021,0.0633196867428418,1.0,41.0,2021-02-19 00:00:00+00:00,1.22888525,48.38396134248551,495.6541753694255,0.010360680832146632,5,scheduled,full
ZRXUSDT,2021-02-13 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-19 00:00:00+00:00,1.6751146652375066,24582.51845049556,41219.7157020616,41.1785371648967,41219.7157020616,2.281856367164937,0.12132992843746304,1.0,38.0,2021-02-19 00:00:00+00:00,1.6101945,39.58263600513648,-1676.6623329302602,-0.04067622263698442,5,scheduled,full
IOTAUSDT,2021-02-12 00:00:00+00:00,2021-02-15 00:00:00+00:00,2021-02-20 00:00:00+00:00,1.1204765501661886,42443.53528719405,47604.54298144753,47.55698599545208,47604.54298144752,2.29226320121029,0.09836896199964976,1.0,49.0,2021-02-20 00:00:00+00:00,1.4864564000000002,63.09046466627544,15422.831220161635,0.32397813851867524,5,scheduled,full
BNBUSDT,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,2021-02-20 00:00:00+00:00,123.75427028631788,144.03649181879663,17842.95607057601,17.825130939636374,17842.956070576005,2.8217139315980084,0.09334396459405471,1.0,7.0,2021-02-20 00:00:00+00:00,333.05458940000005,47.972014641325785,30081.08655610845,1.6858802116154834,5,scheduled,full
NEOUSDT,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,2021-02-20 00:00:00+00:00,41.40946709905603,364.2474035758427,15098.374165164734,15.083290874290444,15098.374165164732,2.387681310081792,0.05936105395455642,1.0,30.0,2021-02-20 00:00:00+00:00,47.800088,17.411057944696797,2295.2727215873656,0.15202118429963568,5,scheduled,full
LTCUSDT,2021-02-17 00:00:00+00:00,2021-02-18 00:00:00+00:00,2021-02-23 00:00:00+00:00,223.53258505817146,214.35252481546885,47962.688759733355,47.91477398574761,47962.68875973334,2.1329378868628033,0.06056831945471986,1.0,8.0,2021-02-23 00:00:00+00:00,207.99595,44.584457033892015,-3422.8161828752272,-0.07136414307424781,5,scheduled,full
ATOMUSDT,2021-02-18 00:00:00+00:00,2021-02-20 00:00:00+00:00,2021-02-25 00:00:00+00:00,20.972013167577273,1222.8078526328143,25670.387129219103,25.64474238683227,25670.387129219103,2.468738288488521,0.09629739462395573,1.0,22.0,2021-02-25 00:00:00+00:00,19.4312795,23.760721159303024,-1933.4266910753831,-0.07531739515040957,5,scheduled,full
XVSUSDT,2021-02-18 00:00:00+00:00,2021-02-20 00:00:00+00:00,2021-02-25 00:00:00+00:00,68.9603224331854,512.1944258005732,35356.41384443946,35.32109275168778,35356.41384443947,3.4002499519012357,0.15261184818597362,1.0,50.0,2021-02-25 00:00:00+00:00,69.76609950000001,35.73380727374816,341.6596220349529,0.009663299664331935,5,scheduled,full
ICXUSDT,2021-02-19 00:00:00+00:00,2021-02-20 00:00:00+00:00,2021-02-25 00:00:00+00:00,2.081089775293362,25716.118800704284,53571.06944827145,53.51755189637508,53571.069448271446,2.71419153471593,0.08979141496987801,1.0,50.0,2021-02-25 00:00:00+00:00,1.6678656500000002,42.891031199013874,-10722.929280456592,-0.20016268838557943,5,scheduled,full
ONTUSDT,2021-02-19 00:00:00+00:00,2021-02-20 00:00:00+00:00,2021-02-25 00:00:00+00:00,1.1830814281914712,45235.729867034766,53571.06944827145,53.51755189637508,53571.069448271446,2.6053998022326126,0.06552576938640195,1.0,35.0,2021-02-25 00:00:00+00:00,1.003498,45.39396445010966,-8222.498962611906,-0.15348767622702775,5,scheduled,full
SXPUSDT,2021-02-19 00:00:00+00:00,2021-02-20 00:00:00+00:00,2021-02-25 00:00:00+00:00,3.1809687805467344,16824.293348511474,53571.06944827145,53.51755189637508,53571.069448271446,2.533447393983173,0.09042104297901102,1.0,16.0,2021-02-25 00:00:00+00:00,2.3018485,38.726974407831115,-14882.82201484817,-0.27781453997701344,5,scheduled,full
RVNUSDT,2021-02-20 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-26 00:00:00+00:00,0.19655347613564583,146347.17950500463,28793.81190121036,28.765046854356005,28793.811901210356,3.6050254771818664,0.1376959945890202,1.0,45.0,2021-02-26 00:00:00+00:00,0.16260865500000002,23.79731802235237,-5020.291196880342,-0.1743531288634039,5,scheduled,full
DOTUSDT,2021-02-19 00:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-27 00:00:00+00:00,32.463550007099734,1648.5428083087284,53571.06944827141,53.51755189637504,53571.0694482714,2.3728805615802924,0.0701888825520424,1.0,7.0,2021-02-27 00:00:00+00:00,31.4348747,51.821736616771,-1801.1545681171847,-0.03362177732621881,5,scheduled,full
ADAUSDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-27 00:00:00+00:00,1.0176038417536686,22378.34370611039,22795.060815949386,22.772288527421964,22795.060815949382,2.85397346059461,0.09201339558572592,1.0,6.0,2021-02-27 00:00:00+00:00,1.242908235,27.814227677985027,4991.352634357656,0.21896641007710219,5,scheduled,full
BTCUSDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-27 00:00:00+00:00,53182.0812948061,0.35975209224638444,19151.497380839624,19.1323650158238,19151.49738083962,2.397794228182981,0.048790247270343534,1.0,1.0,2021-02-27 00:00:00+00:00,46253.74156,16.639880300433546,-2528.2569607065125,-0.1320135397473381,5,scheduled,full
IOTAUSDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-27 00:00:00+00:00,1.2487368326927228,17563.398120208625,21953.99420209059,21.93206213995064,21953.994202090587,2.74867074550531,0.09908104912575137,1.0,40.0,2021-02-27 00:00:00+00:00,1.1177408500000001,19.631327543770393,-2342.29798586397,-0.10669119998405223,5,scheduled,full
NEOUSDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-27 00:00:00+00:00,41.25420930224531,477.4125823770256,19714.97387550415,19.695278596907244,19714.973875504147,2.468342272534599,0.061386381273851695,1.0,31.0,2021-02-27 00:00:00+00:00,37.641169999999995,17.970368173392625,-1762.5760702849184,-0.08940291178751796,5,scheduled,full
MATICUSDT,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,2021-02-27 00:00:00+00:00,0.145211214926733,170861.5557578896,24835.825109970756,24.81101409587488,24835.825109970756,2.768758154193045,0.11131874972155041,1.0,35.0,2021-02-27 00:00:00+00:00,0.190574665,32.56188374993864,7693.496756217941,0.3097741557669956,5,scheduled,full
BNBUSDT,2021-02-20 00:00:00+00:00,2021-02-23 00:00:00+00:00,2021-02-28 00:00:00+00:00,214.24327016051421,87.23409876538449,18708.00790759025,18.68931858900125,18708.007907590247,2.342268726543556,0.16627734289576412,1.0,4.0,2021-02-28 00:00:00+00:00,225.34397165000001,19.657678279100104,930.0126932307503,0.04971201091129665,5,scheduled,full
FTMUSDT,2021-02-22 00:00:00+00:00,2021-02-23 00:00:00+00:00,2021-02-28 00:00:00+00:00,0.3964970210786907,57769.696911522544,22928.418246771565,22.90551273403753,22928.418246771562,2.0334614119695975,0.14120490695539958,1.0,40.0,2021-02-28 00:00:00+00:00,0.46782597,27.026164494239037,4070.720082973232,0.1775403797663369,5,scheduled,full
IOSTUSDT,2021-02-22 00:00:00+00:00,2021-02-23 00:00:00+00:00,2021-02-28 00:00:00+00:00,0.053911241462796744,567822.9313910799,30642.651201499917,30.61203916233758,30642.651201499913,2.717616545025628,0.10528740276379102,1.0,34.0,2021-02-28 00:00:00+00:00,0.0395032385,22.43084468451097,-8234.237361673459,-0.2687181767506594,5,scheduled,full
SOLUSDT,2021-02-23 00:00:00+00:00,2021-02-25 00:00:00+00:00,2021-03-02 00:00:00+00:00,13.704004547661949,3246.8886773136564,44539.8725768581,44.49537719965844,44539.87257685809,2.076412054159569,0.10521131108141467,1.0,50.0,2021-03-02 00:00:00+00:00,14.991400550000002,48.67540870286873,4086.8607173077617,0.09175735090520222,5,scheduled,full
XVSUSDT,2021-02-25 00:00:00+00:00,2021-02-26 00:00:00+00:00,2021-03-03 00:00:00+00:00,47.85334825901413,1032.6632575331982,49465.810891521156,49.416394497024136,49465.810891521156,1.396910992783523,0.17426084474013356,1.0,46.0,2021-03-03 00:00:00+00:00,49.11742900000001,50.72176423279559,1205.231577041639,0.024364941265892105,5,scheduled,full
BTTUSDT,2021-02-25 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-05 00:00:00+00:00,0.0010938646371369547,45175968.597325705,49465.81089152116,49.41639449702414,49465.810891521156,1.205996458010005,0.18867206124615604,1.0,38.0,2021-03-05 00:00:00+00:00,0.00119910015,54.17051072144855,4650.529319205933,0.0940150224041525,5,scheduled,full
RVNUSDT,2021-02-26 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-05 00:00:00+00:00,0.13219038452329868,376713.95136140863,49847.7600478416,49.79796208575584,49847.76004784159,2.255390181826361,0.15918192646388338,1.0,37.0,2021-03-05 00:00:00+00:00,0.148935495,56.10607881941732,6202.212692756308,0.12442309718237507,5,scheduled,full
ADAUSDT,2021-02-27 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-05 00:00:00+00:00,1.2010967052316035,38103.38770097704,45811.61927923173,45.76585342580592,45811.61927923172,1.709490638247319,0.0898560801979905,1.0,6.0,2021-03-05 00:00:00+00:00,1.1120536950000002,42.37301308488908,-3480.9792074275465,-0.07598463582372467,5,scheduled,full
DOTUSDT,2021-02-27 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-05 00:00:00+00:00,31.21723097025791,1460.6765341262962,45643.87501539506,45.5982767386564,45643.87501539505,1.7032311509565377,0.06930575963274178,1.0,7.0,2021-03-05 00:00:00+00:00,35.20748745,51.426750743761076,5731.4489776222545,0.12556885180517902,5,scheduled,full
MATICUSDT,2021-02-27 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-05 00:00:00+00:00,0.176181600627275,276758.2570935078,48808.47243427064,48.75971272154909,48808.47243427064,2.166615135155628,0.1121959293368043,1.0,29.0,2021-03-05 00:00:00+00:00,0.19874058,55.00309653455285,6139.621003747663,0.12579006671466236,5,scheduled,full
SOLUSDT,2021-03-02 00:00:00+00:00,2021-03-05 00:00:00+00:00,2021-03-10 00:00:00+00:00,12.418613252244723,3006.2434354028264,37370.707940933615,37.33337456636725,37370.70794093361,0.8259117356372845,0.11583854916534664,1.0,40.0,2021-03-10 00:00:00+00:00,14.842575,44.62039365822411,7205.065323632269,0.19279980820861778,5,scheduled,full
FTMUSDT,2021-03-03 00:00:00+00:00,2021-03-05 00:00:00+00:00,2021-03-10 00:00:00+00:00,0.4380290944151824,106071.86356990425,46509.024904798396,46.46256234245594,46509.02490479839,1.3960839925775008,0.17227398014861664,1.0,20.0,2021-03-10 00:00:00+00:00,0.52921526,56.1348488578314,9569.689104175173,0.20575983099546466,5,scheduled,full
CHZUSDT,2021-03-04 00:00:00+00:00,2021-03-06 00:00:00+00:00,2021-03-11 00:00:00+00:00,0.10395213647222681,311072.7525715335,32369.013905335403,32.3366772281073,32369.0139053354,2.073708365525373,0.12887046039585315,1.0,38.0,2021-03-11 00:00:00+00:00,0.24866060750000002,77.35153963113471,44905.174186168166,1.3872889151796628,5,scheduled,full
THETAUSDT,2021-03-05 00:00:00+00:00,2021-03-06 00:00:00+00:00,2021-03-11 00:00:00+00:00,3.871350968405451,13336.044577139422,51680.13759749537,51.628509088406965,51680.13759749537,0.727016261159678,0.06442202571322973,1.0,50.0,2021-03-11 00:00:00+00:00,6.494371190000001,86.60922369033001,34842.4768691443,0.6741947388087626,5,scheduled,full
UNIUSDT,2021-03-07 00:00:00+00:00,2021-03-10 00:00:00+00:00,2021-03-15 00:00:00+00:00,30.8391343592676,537.2315642330161,16584.324147812906,16.567756391421483,16584.324147812906,1.1356763121493147,0.10534286392786141,1.0,13.0,2021-03-15 00:00:00+00:00,30.634075300000003,16.457592192251003,-143.18954775415477,-0.008634029730601848,5,scheduled,full
XEMUSDT,2021-03-07 00:00:00+00:00,2021-03-10 00:00:00+00:00,2021-03-15 00:00:00+00:00,0.6416143749654152,28985.73289027499,18616.260554199573,18.597662891308264,18616.260554199573,1.2748210866942253,0.10997199639172985,1.0,37.0,2021-03-15 00:00:00+00:00,0.33023480000000005,9.572097703873386,-9053.73494803006,-0.48633477822632115,5,scheduled,full
LUNAUSDT,2021-03-09 00:00:00+00:00,2021-03-11 00:00:00+00:00,2021-03-16 00:00:00+00:00,10.522293838027032,5715.456524908558,60199.85268653027,60.13971297355671,60199.85268653026,1.0445347885566978,0.10062469954142493,1.0,20.0,2021-03-16 00:00:00+00:00,16.25117035,92.88285761430798,32590.1220701634,0.54136547874735,5,scheduled,full
FTMUSDT,2021-03-10 00:00:00+00:00,2021-03-12 00:00:00+00:00,2021-03-17 00:00:00+00:00,0.38343254586858416,159033.32616219315,61039.53168144695,60.97855312831863,61039.53168144694,0.9833449602128075,0.17652573468758181,1.0,19.0,2021-03-17 00:00:00+00:00,0.38159910500000005,60.686974928666,-413.2437277096178,-0.006770099906176441,5,scheduled,full
ADAUSDT,2021-03-11 00:00:00+00:00,2021-03-12 00:00:00+00:00,2021-03-17 00:00:00+00:00,1.0442539439128709,42447.618323252456,44370.41893660839,44.32609284376462,44370.41893660838,0.5880875215489122,0.07385791859564435,1.0,4.0,2021-03-17 00:00:00+00:00,1.24911513,53.02196228003988,8598.521381151448,0.1937895018173274,5,scheduled,full
THETAUSDT,2021-03-11 00:00:00+00:00,2021-03-12 00:00:00+00:00,2021-03-17 00:00:00+00:00,6.494400671479612,9401.666888788943,61119.24994733412,61.05819175557855,61119.249947334116,1.8017237825834471,0.07935870454622025,1.0,38.0,2021-03-17 00:00:00+00:00,7.013761365000001,65.94104799118765,4755.856995862334,0.07781275130111072,5,scheduled,full
TFUELUSDT,2021-03-12 00:00:00+00:00,2021-03-13 00:00:00+00:00,2021-03-18 00:00:00+00:00,0.3508795269949313,84741.5188236024,29763.798105699334,29.734064041657675,29763.79810569933,2.8418418226600406,0.11699621282208217,1.0,50.0,2021-03-18 00:00:00+00:00,0.34666458099999997,29.376883116287736,-416.2918725278869,-0.01398651714574603,5,scheduled,full
SUSHIUSDT,2021-03-13 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-19 00:00:00+00:00,20.925566526281603,999.7009725225535,20940.22851611602,20.919309206909112,20940.228516116018,0.7097506364423691,0.08679710927737745,1.0,21.0,2021-03-19 00:00:00+00:00,19.7111395,19.70524532767772,-1254.6884337659794,-0.059917609437754996,5,scheduled,full
ZILUSDT,2021-03-13 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-19 00:00:00+00:00,0.1645881176418657,110038.92396206965,18129.210461615687,18.111099362253434,18129.210461615683,0.614473650725756,0.10341365971808203,1.0,48.0,2021-03-19 00:00:00+00:00,0.178980465,19.694817778830867,1545.9124994363483,0.08527191532744642,5,scheduled,full
CHRUSDT,2021-03-14 00:00:00+00:00,2021-03-16 00:00:00+00:00,2021-03-21 00:00:00+00:00,0.41504519243161586,119239.7921453272,49539.392378939665,49.48990247646321,49539.392378939665,2.334598660683256,0.20466945676326748,1.0,29.0,2021-03-21 00:00:00+00:00,0.38162909,45.50537336821037,-4079.5243840975018,-0.08234910014422787,5,scheduled,full
CHZUSDT,2021-03-14 00:00:00+00:00,2021-03-16 00:00:00+00:00,2021-03-21 00:00:00+00:00,0.521491169825616,105909.28198378396,55285.986112471655,55.23075535711454,55285.986112471655,2.6054132466025215,0.2243486557988463,1.0,7.0,2021-03-21 00:00:00+00:00,0.5446075600000001,57.678995642540556,2335.330534426357,0.042240913089176914,5,scheduled,full
FILUSDT,2021-03-14 00:00:00+00:00,2021-03-16 00:00:00+00:00,2021-03-21 00:00:00+00:00,50.959799066955604,534.5726296519136,27268.955507549348,27.241713793755594,27268.955507549344,1.285079690101734,0.05423825760206647,1.0,30.0,2021-03-21 00:00:00+00:00,82.04815540000001,43.86069819026687,16547.881984527245,0.6068395975029555,5,scheduled,full
ENJUSDT,2021-03-15 00:00:00+00:00,2021-03-16 00:00:00+00:00,2021-03-21 00:00:00+00:00,2.3892465598501023,21168.986638103444,50628.50642910204,50.57792850060144,50628.50642910203,3.5162444357481055,0.11300495532378878,1.0,14.0,2021-03-21 00:00:00+00:00,2.19806042,46.530711660724045,-4144.325480038715,-0.08185754967593699,5,scheduled,full
LUNAUSDT,2021-03-16 00:00:00+00:00,2021-03-17 00:00:00+00:00,2021-03-22 00:00:00+00:00,17.81491623979072,3664.113652665448,65341.15369312389,65.27587781530858,65341.15369312389,2.2269698813053473,0.10973846420065246,1.0,22.0,2021-03-22 00:00:00+00:00,21.899944550000004,80.2438858182713,14822.488239329126,0.22684766646366938,5,scheduled,full
MANAUSDT,2021-03-16 00:00:00+00:00,2021-03-17 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.7939933201574557,82212.12465913921,65341.15369312389,65.27587781530858,65341.15369312389,2.1500181179391187,0.1354350487535865,1.0,36.0,2021-03-22 00:00:00+00:00,0.97980985,80.5522495304525,15130.543587798158,0.23156223501744516,5,scheduled,full
HBARUSDT,2021-03-17 00:00:00+00:00,2021-03-20 00:00:00+00:00,2021-03-25 00:00:00+00:00,0.3243956950176243,215885.93070675022,70102.49900267905,70.0324665361429,70102.49900267905,2.4024412728802518,0.10416775728812087,1.0,48.0,2021-03-25 00:00:00+00:00,0.29715135000000004,64.1507957555173,-6015.854042917272,-0.08581511541674669,5,scheduled,full
TFUELUSDT,2021-03-18 00:00:00+00:00,2021-03-20 00:00:00+00:00,2021-03-25 00:00:00+00:00,0.31394181779580493,175255.9741656076,55075.1992882346,55.02017910912548,55075.199288234595,2.7966282967873863,0.11576351137794007,1.0,39.0,2021-03-25 00:00:00+00:00,0.3928104965,68.84238622658349,13698.344552122311,0.248720744167123,5,scheduled,full
BTTUSDT,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,2021-03-27 00:00:00+00:00,0.0032386070046913134,13290581.408317527,43086.01301544268,43.04297004539728,43086.01301544267,2.090417747943187,0.11411689557544685,1.0,27.0,2021-03-27 00:00:00+00:00,0.0035554214,47.25361755757427,4120.350924574021,0.09563082393112644,5,scheduled,full
ENJUSDT,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,2021-03-27 00:00:00+00:00,2.1436585718872836,21249.302242992737,45596.80014871488,45.551248899815064,45596.80014871487,2.212234402986633,0.12638088645199688,1.0,9.0,2021-03-27 00:00:00+00:00,2.3338025150000004,49.591675016691596,3945.2831929600216,0.0865254399451804,5,scheduled,full
ONEUSDT,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,2021-03-27 00:00:00+00:00,0.15143602488834626,357508.402166106,54193.79093950755,54.139651288219326,54193.79093950754,2.6293373296727465,0.15321427419192257,1.0,36.0,2021-03-27 00:00:00+00:00,0.18083953500000002,64.65165320631161,10393.210613597752,0.191778623222703,5,scheduled,full
VETUSDT,2021-03-20 00:00:00+00:00,2021-03-23 00:00:00+00:00,2021-03-28 00:00:00+00:00,0.08284313908646791,568706.777069382,47160.56808680789,47.11345463217572,47160.568086807885,2.3504448164888356,0.07724500236883776,1.0,16.0,2021-03-28 00:00:00+00:00,0.08839677950000001,50.27184757275783,3061.007638377174,0.06490608070587306,5,scheduled,full
LUNAUSDT,2021-03-22 00:00:00+00:00,2021-03-23 00:00:00+00:00,2021-03-28 00:00:00+00:00,17.52180942141218,3975.0967712370807,69720.53894534429,69.65088805728702,69720.53894534429,2.5070665467315756,0.09751847220725919,1.0,17.0,2021-03-28 00:00:00+00:00,18.64597235,74.1195444850609,4324.88599523154,0.06203173499020035,5,scheduled,full
CHRUSDT,2021-03-21 00:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-29 00:00:00+00:00,0.3259290727000577,136279.48602510797,44461.86395471212,44.417446508203916,44461.86395471211,2.157170343987344,0.20570933026857896,1.0,23.0,2021-03-29 00:00:00+00:00,0.380439685,51.84612473535398,7332.414655906505,0.16491469326106398,5,scheduled,full
ANKRUSDT,2021-03-23 00:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-29 00:00:00+00:00,0.09059295517555202,401728.66770683206,36430.18097348557,36.39378718629927,36430.18097348556,2.177747344932518,0.11790003989639745,1.0,48.0,2021-03-29 00:00:00+00:00,0.16631879900000002,66.8150295368704,30318.033533847956,0.8322229734711963,5,scheduled,full
DENTUSDT,2021-03-23 00:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-29 00:00:00+00:00,0.009173917702981352,5489135.443898814,50407.23369966858,50.356876822845734,50407.23369966858,3.01327680569969,0.1400552301677433,1.0,42.0,2021-03-29 00:00:00+00:00,0.0100625662,55.2347887849982,4772.320296544625,0.09467530642483964,5,scheduled,full
SUNUSDT,2021-03-23 00:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-29 00:00:00+00:00,26.669292094272716,1552.967818205915,41457.96890909569,41.416552356738954,41457.96890909569,2.478301762590441,0.06319320167819804,1.0,38.0,2021-03-29 00:00:00+00:00,26.742622,41.5304313404455,30.932000009364856,0.0007461050510503546,5,scheduled,full
THETAUSDT,2021-03-23 00:00:00+00:00,2021-03-24 00:00:00+00:00,2021-03-29 00:00:00+00:00,11.850334060080769,4359.538560648652,51713.650279781694,51.6619882914902,51713.650279781694,3.0913726362086797,0.08487125345972182,1.0,18.0,2021-03-29 00:00:00+00:00,12.849941815000001,56.01981684458403,4250.146747957748,0.08218616796461983,5,scheduled,full
SUNUSDT,2021-03-29 00:00:00+00:00,2021-03-30 00:00:00+00:00,2021-04-04 00:00:00+00:00,26.88448179969682,2057.390623137391,55367.19264336669,55.31188076260409,55367.19264336669,1.3988670900754738,0.08179721813026189,1.0,41.0,2021-04-04 00:00:00+00:00,39.05246400000001,80.34617324401054,24898.634427399847,0.44970014260571056,5,scheduled,full
THETAUSDT,2021-03-29 00:00:00+00:00,2021-03-31 00:00:00+00:00,2021-04-05 00:00:00+00:00,11.914863815063406,6439.811024680688,76806.20082516814,76.72947135381433,76806.20082516813,2.057046104327692,0.09732775979721475,1.0,9.0,2021-04-05 00:00:00+00:00,11.78000705,75.86101927140624,-1021.0425730333227,-0.013293751833364264,5,scheduled,full
SANDUSDT,2021-03-30 00:00:00+00:00,2021-03-31 00:00:00+00:00,2021-04-05 00:00:00+00:00,0.7680488372708169,73256.96414753859,56321.191061642436,56.26492613550693,56321.19106164243,1.643441443371293,0.07355226141857564,1.0,48.0,2021-04-05 00:00:00+00:00,0.7185585409999999,52.63941727594463,-3734.413202973752,-0.06630565037032883,5,scheduled,full
