year,return,volatility,worst_drawdown
2020,1.183527675373151,0.6223923008177851,-0.4526791021683679
2021,6.413945800288366,0.7473264175909897,-0.3432222350490844
2022,-0.6726548839895656,0.6279736652333959,-0.7533734319380394
2023,0.5063590343574353,0.4775608268385264,-0.7107867864407242
2024,0.21077485634758264,0.4971952226148473,-0.6347578309754734
2025,-0.36271642884516686,0.4782597255343049,-0.708339692339303
2026,-0.29867815235175577,0.32705760830425973,-0.7860777401562228
